InputX,InputY,InputZ,Parameter1,Parameter2,Parameter3,Output1
0.814772024,0.651921969,0.552366247,0,0,0,0
0.115449898,0.103022362,0.408816949,0,0,0,0
0.326969302,0.602411224,0.201446639,0,0,0,0
0.268597095,0.716152897,0.103951611,0,0,0,0
0.044246872,0.67809896,0.617707318,0,0,0,0
0.328066607,0.262115982,0.455932945,0,0,0,0
0.37423831,0.44984604,0.702669742,0,0,0,0
0.888625546,0.857036904,0.676324712,0,0,0,0
0.561430245,0.223383321,0.728689143,0,0,0,0
0.452062393,0.096903911,0.550754332,0,0,0,0
0.676550333,0.685077007,0.438061027,0,0,0,0
0.798629993,0.080071113,0.969220257,0,0,0,0
0.425825513,0.039803199,0.120614727,0,0,0,0
0.183231306,0.665529252,0.288287916,0,0,0,0
0.938055204,0.870726014,0.393103037,0,0,0,0
0.379570717,0.440328634,0.066291039,0,0,0,0
0.65106332,0.072935199,0.484774929,0,0,0,0
0.073466878,0.631718705,0.152614178,0,0,0,0
0.405469366,0.017674142,0.008403124,0,0,0,0
0.879845427,0.945131033,0.847772715,0,0,0,0
0.13630397,0.562947008,0.74469575,0,0,0,0
0.084118077,0.094353253,0.897392614,0,0,0,0
0.472203295,0.365377869,0.863278898,0,0,0,0
0.241089664,0.155070486,0.257502954,0,0,0,0
0.978585389,0.150485293,0.781983777,0,0,0,0
0.125252189,0.193294351,0.916086895,0,0,0,0
0.852012207,0.49354745,0.268867036,0,0,0,0
0.672924354,0.133741476,0.620485393,0,0,0,0
0.649482812,0.138238429,0.592560468,0,0,0,0
0.630262424,0.710693986,0.274120298,0,0,0,0
0.577486752,0.531797375,0.35339639,0,0,0,0
0.724156797,0.756263742,0.451669043,0,0,0,0
0.478762177,0.47308828,0.025893302,0,0,0,0
0.803339256,0.101043694,0.96770708,0,0,0,0
0.151394292,0.151550401,0.288076999,0,0,0,0
0.196245559,0.557611292,0.501428629,0,0,0,0
0.787664717,0.36458882,0.122120145,0,0,0,0
0.786529941,0.916165805,0.941274144,0,0,0,0
0.508153772,0.287583653,0.068006683,0,0,0,0
0.721296978,0.32196773,0.241384172,0,0,0,0
0.691815487,0.906226463,0.31037425,0,0,0,0
0.388378718,0.981194789,0.814146974,0,0,0,0
0.04174447,0.315162172,0.885992313,0,0,0,0
0.561105712,0.861384801,0.423067418,0,0,0,0
0.209993752,0.097519532,0.664986372,0,0,0,0
0.633911392,0.161902438,0.101591226,0,0,0,0
0.33777024,0.133259176,0.414515144,0,0,0,0
0.800045611,0.669970133,0.649964479,0,0,0,0
0.181459091,0.962263266,0.263832969,0,0,0,0
0.927200319,0.981426301,0.80622403,0,0,0,0
0.974587206,0.571338117,0.619223471,0,0,0,0
0.207929119,0.708627531,0.161797905,0,0,0,0
0.930854427,0.78812585,0.321484542,0,0,0,0
0.00341487,0.033153057,0.960775681,0,0,0,0
0.152769689,0.035570282,0.061650282,0,0,0,0
0.73767229,0.802550355,0.591287842,0,0,0,0
0.113523699,0.510524226,0.220902874,0,0,0,0
0.634947605,0.432064704,0.511469036,0,0,0,0
0.585823979,0.399864847,0.793490039,0,0,0,0
0.455480441,0.197102646,0.856033031,0,0,0,0
0.981208706,0.259471649,0.496388757,0,0,0,0
0.606780606,0.412279649,0.822254656,0,0,0,0
0.004631002,0.073537334,0.621403725,0,0,0,0
0.003883519,0.609485504,0.032669258,0,0,0,0
0.596346469,0.401256272,0.542211876,0,0,0,0
0.171159618,0.029472557,0.95558255,0,0,0,0
0.142199293,0.673762439,0.234834467,0,0,0,0
0.390281021,0.600286257,0.044847537,0,0,0,0
0.184604187,0.514522211,0.015723642,0,0,0,0
0.646988899,0.213837164,0.321792758,0,0,0,0
0.950178515,0.034934975,0.927969394,0,0,0,0
0.9695788,0.517757572,0.453203182,0,0,0,0
0.024989939,0.164579452,0.596840496,0,0,0,0
0.968853889,0.659526157,0.377263872,0,0,0,0
0.442643686,0.389133143,0.489517295,0,0,0,0
0.788766932,0.092889007,0.411459778,0,0,0,0
0.406890344,0.216660898,0.022679497,0,0,0,0
0.424575581,0.869828248,0.003083084,0,0,0,0
0.313824217,0.516290414,0.510791512,0,0,0,0
0.939819126,0.991491026,0.278393677,0,0,0,0
0.343649687,0.954522214,0.989940096,0,0,0,0
0.747982325,0.960295427,0.538496895,0,0,0,0
0.593226184,0.748175666,0.28076696,0,0,0,0
0.786847332,0.713463229,0.497088725,0,0,0,0
0.592346355,0.392528119,0.033136915,0,0,0,0
0.722499171,0.089401074,0.448636116,0,0,0,0
0.789820223,0.303583262,0.308588924,0,0,0,0
0.102169227,0.020032545,0.384138874,0,0,0,0
0.654970616,0.12005047,0.006197245,0,0,0,0
0.726199066,0.161950022,0.311515765,0,0,0,0
0.131948319,0.610476146,0.266257169,0,0,0,0
0.913660545,0.579639783,0.617694654,0,0,0,0
0.292674923,0.681023363,0.114560267,0,0,0,0
0.053422325,0.281602704,0.330747268,0,0,0,0
0.775036825,0.562872062,0.072211894,0,0,0,0
0.798650525,0.48538149,0.382067303,0,0,0,0
0.908446732,0.95974213,0.743211668,0,0,0,0
0.609529558,0.476781479,0.336459528,0,0,0,0
0.651203082,0.803803955,0.346027992,0,0,0,0
0.100365492,0.57748685,0.98190733,0,0,0,0
0.928321312,0.437492524,0.721629226,0,0,0,0
0.334454878,0.766701824,0.479904434,0,0,0,0
0.929889973,0.595345006,0.863339099,0,0,0,0
0.639424896,0.304841195,0.740739758,0,0,0,0
0.478920793,0.64825316,0.603029637,0,0,0,0
0.706644009,0.849529251,0.493349048,0,0,0,0
0.561811045,0.551143807,0.076061015,0,0,0,0
0.518241028,0.096803504,0.723829193,0,0,0,0
0.172957854,0.501523873,0.481716837,0,0,0,0
0.366992319,0.924649967,0.061624071,0,0,0,0
0.117555755,0.87836566,0.836788571,0,0,0,0
0.762520872,0.911029141,0.419782741,0,0,0,0
0.321359262,0.759347804,0.512141952,0,0,0,0
0.906076694,0.440076965,0.129805644,0,0,0,0
0.284435645,0.947398542,0.208036511,0,0,0,0
0.443624706,0.269822255,0.246639719,0,0,0,0
0.767865438,0.831338601,0.469070076,0,0,0,0
0.637727128,0.46671047,0.123757546,0,0,0,0
0.041504499,0.502435275,0.464597281,0,0,0,0
0.422542915,0.953369747,0.842672966,0,0,0,0
0.839208327,0.339916156,0.731292901,0,0,0,0
0.137515154,0.820394434,0.794847064,0,0,0,0
0.30693498,0.580659269,0.33675928,0,0,0,0
0.53696873,0.298655146,0.195873169,0,0,0,0
0.259484029,0.796652247,0.823602793,0,0,0,0
0.960111526,0.211576436,0.09809818,0,0,0,0
0.029052411,0.015520196,0.406291691,0,0,0,0
0.362558145,0.697034515,0.46121165,0,0,0,0
0.403248228,0.014411222,0.531610756,0,0,0,0
0.51240469,0.456102956,0.529493343,0,0,0,0
0.121644001,0.114049462,0.228852556,0,0,0,0
0.973068253,0.759987823,0.809838936,0,0,0,0
0.805025118,0.064300695,0.130106253,0,0,0,0
0.41266354,0.694838911,0.462254763,0,0,0,0
0.772227263,0.263744614,0.291347806,0,0,0,0
0.890705646,0.563359878,0.315273784,0,0,0,0
0.998568607,0.26872772,0.463552391,0,0,0,0
0.356488203,0.685927956,0.986826354,0,0,0,0
0.170982934,0.129725091,0.55653126,0,0,0,0
0.653497242,0.440614586,0.354037283,0,0,0,0
0.07542648,0.819774692,0.023658171,0,0,0,0
0.846513689,0.199325023,0.142359925,0,0,0,0
0.242806287,0.397210675,0.233741158,0,0,0,0
0.846517143,0.289545162,0.4593444,0,0,0,0
0.999623599,0.166343467,0.484833506,0,0,0,0
0.026790989,0.993597874,0.055812124,0,0,0,0
0.138602445,0.826457625,0.871866756,0,0,0,0
0.733494544,0.413648018,0.697363733,0,0,0,0
0.490812499,0.672621694,0.848414246,0,0,0,0
0.633018836,0.715916635,0.373032549,0,0,0,0
0.361799472,0.013469518,0.317953451,0,0,0,0
0.318004524,0.979719228,0.769358335,0,0,0,0
0.593701009,0.274878719,0.376706472,0,0,0,0
0.026641724,0.784308386,0.457667525,0,0,0,0
0.575592941,0.702171012,0.956660841,0,0,0,0
0.177670931,0.421170187,0.890489023,0,0,0,0
0.926674586,0.051654607,0.985241267,0,0,0,0
0.633888089,0.785921618,0.656881477,0,0,0,0
0.07734424,0.255343085,0.149542785,0,0,0,0
0.468503075,0.759312302,0.803181414,0,0,0,0
0.423155318,0.125569735,0.320151176,0,0,0,0
0.747532006,0.215069394,0.110395824,0,0,0,0
0.350758748,0.327716564,0.446289369,0,0,0,0
0.079603648,0.326852595,0.016460947,0,0,0,0
0.020753394,0.808378619,0.060403411,0,0,0,0
0.465604682,0.40468487,0.31666953,0,0,0,0
0.800010581,0.448909303,0.425490977,0,0,0,0
0.905642695,0.073978908,0.944270815,0,0,0,0
0.366022547,0.063315761,0.284561724,0,0,0,0
0.753954766,0.032841817,0.470006914,0,0,0,0
0.151812303,0.878183368,0.512478916,0,0,0,0
0.616144192,0.248554249,0.752655095,0,0,0,0
0.771764121,0.402157076,0.569621092,0,0,0,0
0.039988866,0.843119356,0.373317993,0,0,0,0
0.178898094,0.908370036,0.037564774,0,0,0,0
0.606999645,0.578259467,0.088498159,0,0,0,0
0.435724705,0.526885617,0.696424485,0,0,0,0
0.300318492,0.867649709,0.316727941,0,0,0,0
0.193531126,0.893201948,0.193522766,0,0,0,0
0.216668997,0.299501389,0.314018128,0,0,0,0
0.458121145,0.400875025,0.765346901,0,0,0,0
0.77364275,0.652745166,0.055428814,0,0,0,0
0.044060571,0.528135532,0.146957806,0,0,0,0
0.234079903,0.826971793,0.804874078,0,0,0,0
0.518520817,0.677595686,0.408267491,0,0,0,0
0.34005825,0.24485113,0.434351823,0,0,0,0
0.97850767,0.564845869,0.695227807,0,0,0,0
0.008984597,0.361612075,0.13387922,0,0,0,0
0.115917378,0.15561677,0.498108092,0,0,0,0
0.619368589,0.416975284,0.097653891,0,0,0,0
0.800898911,0.256596267,0.742177046,0,0,0,0
0.315971293,0.186116256,0.397262854,0,0,0,0
0.068128458,0.230883043,0.40564814,0,0,0,0
0.716966314,0.331236055,0.323343101,0,0,0,0
0.818183131,0.931341828,0.77419403,0,0,0,0
0.713159819,0.856470704,0.696075491,0,0,0,0
0.282721942,0.192701077,0.578470414,0,0,0,0
0.521680439,0.414262826,0.645642996,0,0,0,0
0.049687382,0.295891485,0.509471284,0,0,0,0
0.007235167,0.23443388,0.53486615,0,0,0,0
0.192475564,0.266491148,0.386696442,0,0,0,0
0.524609885,0.039752089,0.510636488,0,0,0,0
0.938571291,0.432868818,0.226845166,0,0,0,0
0.199704026,0.929677266,0.066996818,0,0,0,0
0.059719643,0.354685624,0.691037707,0,0,0,0
0.857510494,0.267701568,0.281364716,0,0,0,0
0.239036856,0.798797626,0.419140692,0,0,0,0
0.924702672,0.482122338,0.150434641,0,0,0,0
0.994406933,0.661452664,0.04947303,0,0,0,0
0.232333411,0.012242741,0.761214784,0,0,0,0
0.816929044,0.479031026,0.113105865,0,0,0,0
0.776419894,0.330351672,0.64108802,0,0,0,0
0.943218795,0.273587268,0.111859466,0,0,0,0
0.815500474,0.836950867,0.582285214,0,0,0,0
0.957216133,0.054240941,0.742343602,0,0,0,0
0.138274433,0.087894868,0.817511175,0,0,0,0
0.544757639,0.607106811,0.372214132,0,0,0,0
0.016831684,0.200189916,0.946467786,0,0,0,0
0.576120449,0.297471085,0.711980355,0,0,0,0
0.867632939,0.257468155,0.592357631,0,0,0,0
0.643728776,0.604820794,0.860803989,0,0,0,0
0.545988537,0.928296908,0.282496563,0,0,0,0
0.706482852,0.685561299,0.919341899,0,0,0,0
0.439000619,0.221562105,0.983219352,0,0,0,0
0.473506552,0.176006405,0.494474282,0,0,0,0
0.508111325,0.798353178,0.728218049,0,0,0,0
0.207320087,0.264347188,0.961786361,0,0,0,0
0.910964415,0.896252636,0.307449882,0,0,0,0
0.78103296,0.590186757,0.138974963,0,0,0,0
0.161250734,0.139023943,0.401034754,0,0,0,0
0.579298876,0.059397709,0.06473693,0,0,0,0
0.089659424,0.965705588,0.981497056,0,0,0,0
0.54792472,0.242438406,0.676420174,0,0,0,0
0.456043064,0.761392389,0.886260625,0,0,0,0
0.570343275,0.65253078,0.627828541,0,0,0,0
0.950122009,0.366526807,0.079511597,0,0,0,0
0.85554892,0.092581988,0.744643988,0,0,0,0
0.114357517,0.084748656,0.911337435,0,0,0,0
0.205238759,0.996379074,0.388987017,0,0,0,0
0.007335531,0.266672281,0.753055519,0,0,0,0
0.534815837,0.960603012,0.544586842,0,0,0,0
0.200989192,0.246576709,0.760457593,0,0,0,0
0.851075893,0.32269896,0.352294957,0,0,0,0
0.891388674,0.335340858,0.58067075,0,0,0,0
0.762636589,0.622954683,0.546183058,0,0,0,0
0.151506597,0.386642634,0.289573417,0,0,0,0
0.942182941,0.578043813,0.361365239,0,0,0,0
0.319318117,0.222330451,0.654352866,0,0,0,0
0.446525829,0.849724656,0.244798021,0,0,0,0
0.40289648,0.329340454,0.892975777,0,0,0,0
0.042141218,0.265125577,0.030072435,0,0,0,0
0.023160852,0.122601033,0.609733821,0,0,0,0
0.017755017,0.114417376,0.130937976,0,0,0,0
0.147807941,0.321113038,0.800219543,0,0,0,0
0.255806824,0.06061329,0.097182505,0,0,0,0
0.866973247,0.53228797,0.703011448,0,0,0,0
0.184037618,0.676673405,0.508788561,0,0,0,0
0.531543018,0.313003065,0.417925101,0,0,0,0
0.706846489,0.923964708,0.589999795,0,0,0,0
0.599946815,0.278990346,0.462591759,0,0,0,0
0.54136001,0.182847747,0.385973429,0,0,0,0
0.025317308,0.409896415,0.488471709,0,0,0,0
0.187123101,0.911623449,0.410179722,0,0,0,0
0.676164054,0.776533501,0.235414912,0,0,0,0
0.593781581,0.542361721,0.16783415,0,0,0,0
0.099220357,0.88543052,0.111444738,0,0,0,0
0.786065726,0.497817934,0.551427204,0,0,0,0
0.030915769,0.13159813,0.356339098,0,0,0,0
0.012921973,0.592359773,0.412938504,0,0,0,0
0.088252952,0.150136069,0.000278678,0,0,0,0
0.642447813,0.661703049,0.040737069,0,0,0,0
0.942308673,0.545475827,0.764504737,0,0,0,0
0.26127147,0.233602232,0.367782363,0,0,0,0
0.860017982,0.083292428,0.903177806,0,0,0,0
0.547474904,0.552356678,0.891716571,0,0,0,0
0.210297198,0.35604949,0.042183867,0,0,0,0
0.956945259,0.516462525,0.136992195,0,0,0,0
0.82082471,0.016019999,0.678711107,0,0,0,0
0.421378641,0.172551555,0.274163285,0,0,0,0
0.543245458,0.357428633,0.677791683,0,0,0,0
0.404008348,0.513305481,0.405312156,0,0,0,0
0.071227096,0.547609882,0.096833944,0,0,0,0
0.346216227,0.479741499,0.735278484,0,0,0,0
0.530666727,0.829377557,0.355559744,0,0,0,0
0.733981108,0.550528846,0.050015176,0,0,0,0
0.133405331,0.094310861,0.55464497,0,0,0,0
0.761020915,0.32863311,0.719295693,0,0,0,0
0.817052126,0.155555876,0.427439168,0,0,0,0
0.226782515,0.635969021,0.546899198,0,0,0,0
0.824608436,0.419027674,0.998880815,0,0,0,0
0.111205827,0.571191985,0.816477833,0,0,0,0
0.705895549,0.302460359,0.561812379,0,0,0,0
0.150124142,0.407905839,0.925419851,0,0,0,0
0.21872339,0.8895697,0.126894347,0,0,0,0
0.790596718,0.346466248,0.309924331,0,0,0,0
0.60347571,0.417216481,0.887050117,0,0,0,0
0.167428378,0.883527808,0.667444258,0,0,0,0
0.862757853,0.49489074,0.414992862,0,0,0,0
0.930209611,0.435403387,0.527604733,0,0,0,0
0.513834592,0.533940812,0.915320723,0,0,0,0
0.143667873,0.67361942,0.401786718,0,0,0,0
0.16323852,0.251249589,0.858438594,0,0,0,0
0.622851503,0.736056182,0.996345447,0,0,0,0
0.674784508,0.296921765,0.782202536,0,0,0,0
0.698754928,0.210576045,0.796058675,0,0,0,0
0.196778378,0.796292554,0.519427888,0,0,0,0
0.115618026,0.458329449,0.080070813,0,0,0,0
0.524866801,0.202263933,0.14021985,0,0,0,0
0.376400876,0.955245262,0.796573341,0,0,0,0
0.507041033,0.956500434,0.362895238,0,0,0,0
0.897581209,0.271446964,0.98811664,0,0,0,0
0.729973926,0.036964446,0.303616402,0,0,0,0
0.953256882,0.470368179,0.155830236,0,0,0,0
0.754865242,0.617610221,0.578694478,0,0,0,0
0.71448899,0.188400627,0.008837089,0,0,0,0
0.828636957,0.270907702,0.770031566,0,0,0,0
0.922343183,0.302571931,0.747176612,0,0,0,0
0.67531865,0.559995734,0.978219042,0,0,0,0
0.369392527,0.29810924,0.876719091,0,0,0,0
0.392695557,0.623712784,0.478114195,0,0,0,0
0.126623529,0.438524555,0.820616654,0,0,0,0
0.728768072,0.379010047,0.910199498,0,0,0,0
0.523046454,0.837108232,0.863723547,0,0,0,0
0.897400268,0.86630041,0.184381952,0,0,0,0
0.902289051,0.420747877,0.031892977,0,0,0,0
0.505307016,0.941356191,0.172547743,0,0,0,0
0.818723097,0.7589886,0.263118481,0,0,0,0
0.440668058,0.901410495,0.652979178,0,0,0,0
0.8019057,0.659852332,0.201899962,0,0,0,0
0.471388538,0.92031847,0.400780056,0,0,0,0
0.445653081,0.656961674,0.895513119,0,0,0,0
0.786140021,0.722537517,0.925248547,0,0,0,0
0.118644752,0.592041122,0.092138739,0,0,0,0
0.952620518,0.995864548,0.777725907,0,0,0,0
0.971881066,0.674862288,0.560999648,0,0,0,0
0.067823034,0.069691332,0.499671456,0,0,0,0
0.057712891,0.821921058,0.479127635,0,0,0,0
0.390646719,0.983141254,0.218201043,0,0,0,0
0.218765508,0.20856246,0.085345218,0,0,0,0
0.758923085,0.129215882,0.041716097,0,0,0,0
0.96745913,0.592550964,0.398477059,0,0,0,0
0.225586238,0.803529217,0.177586275,0,0,0,0
0.259496663,0.630721293,0.609057919,0,0,0,0
0.739960167,0.175638427,0.016400922,0,0,0,0
0.650984267,0.065235146,0.65772862,0,0,0,0
0.862904844,0.361163949,0.075864927,0,0,0,0
0.068085488,0.867739987,0.885484277,0,0,0,0
0.335624185,0.193254935,0.74047946,0,0,0,0
0.687885736,0.111930778,0.55179973,0,0,0,0
0.534553337,0.936928914,0.924219582,0,0,0,0
0.439567149,0.353072424,0.596262139,0,0,0,0
0.813782671,0.002978787,0.627038732,0,0,0,0
0.687601751,0.456263902,0.772631018,0,0,0,0
0.785095671,0.557277633,0.685216548,0,0,0,0
0.783767798,0.199331946,0.938307229,0,0,0,0
0.92847728,0.506466084,0.638928883,0,0,0,0
0.977250321,0.0758082,0.729784545,0,0,0,0
0.041050074,0.119778347,0.370190303,0,0,0,0
0.773523042,0.388283255,0.844287256,0,0,0,0
0.995005777,0.470864863,0.452440787,0,0,0,0
0.841651622,0.539318847,0.447345656,0,0,0,0
0.473838879,0.029673611,0.546574327,0,0,0,0
0.021366969,0.102913203,0.407276944,0,0,0,0
0.308459204,0.815125794,0.477998091,0,0,0,0
0.268798681,0.340923898,0.436773914,0,0,0,0
0.57372463,0.936118873,0.964866407,0,0,0,0
0.325577858,0.83424249,0.0535325,0,0,0,0
0.290170377,0.727325213,0.412195844,0,0,0,0
0.325837287,0.465166749,0.196878158,0,0,0,0
